Engine Size(L),Cylinders,Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Vehicle Class,Fuel Type
2.0,4,8.5,33,200,TWO-SEATER,Z
1.5,3,7.9,36,184,SUBCOMPACT,Z
1.5,3,7.5,38,175,SUBCOMPACT,Z
1.5,3,8.4,34,197,MID-SIZE,Z
1.5,3,9.1,31,213,MID-SIZE,Z
1.5,3,9.1,31,214,MID-SIZE,Z
1.5,3,7.9,36,184,MINICOMPACT,Z
1.5,3,7.5,38,175,MINICOMPACT,Z
1.5,3,9.2,31,215,MID-SIZE,Z
2.0,4,8.3,34,196,SUBCOMPACT,Z
2.0,4,8.9,32,210,SUBCOMPACT,Z
2.0,4,9.0,31,210,MID-SIZE,Z
2.0,4,8.4,34,196,MINICOMPACT,Z
2.0,4,8.9,32,210,MINICOMPACT,Z
2.0,4,9.4,30,220,MINICOMPACT,Z
2.0,4,7.9,36,183,COMPACT,X
2.0,4,8.5,33,200,COMPACT,X
2.4,4,8.9,32,206,COMPACT,X
2.4,4,9.3,30,218,COMPACT,X
2.4,4,9.2,31,212,COMPACT,X
2.0,4,8.4,34,194,STATION WAGON - SMALL,X
2.0,4,8.7,32,205,STATION WAGON - SMALL,X
1.2,3,6.0,47,141,COMPACT,X
1.2,3,6.5,43,150,COMPACT,X
1.2,3,6.4,44,149,COMPACT,X
1.2,3,6.6,43,155,COMPACT,X
2.4,4,8.4,34,197,SUV - SMALL,X
3.0,6,10.4,27,242,SUV - SMALL,Z
2.0,4,8.8,32,204,SUV - SMALL,X
2.0,4,9.2,31,213,SUV - SMALL,X
3.7,6,11.1,25,261,TWO-SEATER,Z
3.5,6,9.1,31,214,MID-SIZE,X
5.6,8,15.4,18,362,SUV - STANDARD,X
2.5,4,12.2,23,286,PICKUP TRUCK - SMALL,X
2.5,4,11.4,25,268,PICKUP TRUCK - SMALL,X
4.0,6,12.9,22,304,PICKUP TRUCK - SMALL,X
4.0,6,13.8,20,326,PICKUP TRUCK - SMALL,X
4.0,6,13.5,21,317,PICKUP TRUCK - SMALL,X
3.8,6,12.8,22,300,SUBCOMPACT,Z
1.6,4,8.0,35,189,STATION WAGON - SMALL,Z
1.6,4,8.0,35,188,STATION WAGON - SMALL,Z
1.6,4,8.4,34,199,STATION WAGON - SMALL,Z
1.6,4,8.4,34,197,STATION WAGON - SMALL,Z
1.6,4,8.9,32,209,STATION WAGON - SMALL,Z
3.5,6,9.6,29,225,MID-SIZE,Z
1.6,4,7.9,36,186,COMPACT,X
1.6,4,7.9,36,185,COMPACT,X
3.5,6,10.2,28,240,SUV - SMALL,X
3.5,6,10.7,26,250,SUV - SMALL,X
2.0,4,8.1,35,191,STATION WAGON - SMALL,X
2.0,4,9.2,31,216,STATION WAGON - SMALL,X
2.5,4,8.2,34,192,SUV - SMALL,X
2.5,4,8.6,33,203,SUV - SMALL,X
1.6,4,8.2,34,193,MID-SIZE,Z
1.6,4,8.3,34,195,MID-SIZE,Z
1.6,4,8.7,32,205,MID-SIZE,Z
1.6,4,8.7,32,204,MID-SIZE,Z
5.6,8,13.3,21,312,PICKUP TRUCK - STANDARD,X
5.6,8,13.4,21,315,PICKUP TRUCK - STANDARD,X
5.6,8,14.2,20,333,PICKUP TRUCK - STANDARD,X
1.6,4,7.0,40,164,MID-SIZE,X
1.6,4,7.7,37,180,MID-SIZE,X
3.0,6,9.4,30,221,MINICOMPACT,Z
3.0,6,10.1,28,237,MINICOMPACT,Z
3.0,6,9.7,29,227,MINICOMPACT,Z
3.0,6,10.3,27,241,MINICOMPACT,Z
3.0,6,9.7,29,226,MINICOMPACT,Z
3.0,6,10.4,27,242,MINICOMPACT,Z
3.0,6,9.7,29,228,MINICOMPACT,Z
3.0,6,10.4,27,243,MINICOMPACT,Z
3.0,6,9.6,29,225,MINICOMPACT,Z
3.0,6,9.8,29,230,MINICOMPACT,Z
3.0,6,10.5,27,246,MINICOMPACT,Z
3.0,6,9.9,29,232,MINICOMPACT,Z
3.0,6,9.9,29,231,MINICOMPACT,Z
3.0,6,9.8,29,228,MINICOMPACT,Z
3.0,6,10.0,28,233,MINICOMPACT,Z
3.8,6,11.4,25,266,MINICOMPACT,Z
2.0,4,9.4,30,219,TWO-SEATER,Z
2.0,4,9.8,29,229,TWO-SEATER,Z
2.5,4,9.9,29,230,TWO-SEATER,Z
2.5,4,10.7,26,249,TWO-SEATER,Z
3.6,6,11.5,25,268,SUV - STANDARD,Z
3.6,6,12.1,23,281,SUV - STANDARD,Z
3.6,6,12.0,24,281,SUV - STANDARD,Z
3.0,6,12.3,23,287,SUV - SMALL,Z
3.6,6,11.9,24,280,PICKUP TRUCK - STANDARD,X
3.6,6,17.0,17,283,PICKUP TRUCK - STANDARD,E
5.7,8,14.8,19,346,PICKUP TRUCK - STANDARD,X
3.0,6,10.4,27,278,PICKUP TRUCK - STANDARD,D
3.6,6,18.0,16,300,PICKUP TRUCK - STANDARD,E
5.7,8,15.4,18,361,PICKUP TRUCK - STANDARD,X
5.7,8,14.0,20,328,PICKUP TRUCK - STANDARD,X
3.0,6,10.8,26,289,PICKUP TRUCK - STANDARD,D
2.4,4,9.9,29,232,SPECIAL PURPOSE VEHICLE,X
6.6,12,16.7,17,390,COMPACT,Z
6.6,12,16.7,17,390,FULL-SIZE,Z
6.7,12,17.1,17,400,FULL-SIZE,Z
6.7,12,17.1,17,400,COMPACT,Z
6.7,12,17.1,17,401,COMPACT,Z
6.6,12,16.1,18,375,MID-SIZE,Z
0.9,3,6.7,42,152,TWO-SEATER,Z
2.0,4,8.6,33,200,MINICOMPACT,Z
2.0,4,9.7,29,228,MINICOMPACT,Z
2.0,4,8.2,34,193,SUV - SMALL,X
2.0,4,9.2,31,216,SUV - SMALL,X
2.0,4,9.5,30,223,SUV - SMALL,Z
2.5,4,8.4,34,196,SUV - SMALL,X
2.0,4,8.9,32,208,MID-SIZE,X
2.0,4,7.5,38,176,STATION WAGON - SMALL,X
2.0,4,9.0,31,211,STATION WAGON - SMALL,X
2.5,4,8.3,34,194,MID-SIZE,X
2.5,4,9.5,30,222,MID-SIZE,X
3.6,6,10.3,27,241,MID-SIZE,X
2.5,4,8.4,34,198,SUV - SMALL,X
2.5,4,9.8,29,229,SUV - SMALL,X
3.6,6,10.5,27,247,SUV - SMALL,X
2.0,4,11.2,25,255,COMPACT,Z
2.0,4,10.0,28,235,COMPACT,Z
4.0,6,13.3,21,310,SUV - STANDARD,X
2.0,4,8.7,32,204,MINICOMPACT,Z
2.0,4,9.9,29,232,MINICOMPACT,Z
2.5,4,8.6,33,199,MID-SIZE,X
3.5,6,9.6,29,224,MID-SIZE,X
2.5,4,6.0,47,141,MID-SIZE,X
1.8,4,7.5,38,178,MID-SIZE,X
1.8,4,6.9,41,163,MID-SIZE,X
1.8,4,7.2,39,168,MID-SIZE,X
1.8,4,7.9,36,185,MID-SIZE,X
3.5,6,10.3,27,243,SUV - SMALL,X
3.5,6,10.6,27,251,SUV - STANDARD,X
3.5,6,10.6,27,247,SUV - STANDARD,X
3.5,6,10.4,27,242,SUV - STANDARD,X
3.5,6,8.3,34,193,SUV - STANDARD,X
1.8,4,4.5,63,105,MID-SIZE,X
1.5,4,5.1,55,120,COMPACT,X
1.8,4,5.8,49,135,STATION WAGON - MID-SIZE,X
2.5,4,9.2,31,217,SUV - SMALL,X
2.5,4,9.5,30,222,SUV - SMALL,X
2.5,4,9.7,29,226,SUV - SMALL,X
2.5,4,7.3,39,170,SUV - SMALL,X
5.7,8,16.5,17,380,SUV - STANDARD,X
3.5,6,10.9,26,255,MINIVAN,X
3.5,6,11.7,24,274,MINIVAN,X
2.7,4,11.2,25,263,PICKUP TRUCK - SMALL,X
3.5,6,11.4,25,268,PICKUP TRUCK - SMALL,X
3.5,6,12.0,24,283,PICKUP TRUCK - SMALL,X
3.5,6,12.8,22,301,PICKUP TRUCK - SMALL,X
4.6,8,14.2,20,334,PICKUP TRUCK - STANDARD,X
5.7,8,15.3,18,358,PICKUP TRUCK - STANDARD,X
4.6,8,14.9,19,349,PICKUP TRUCK - STANDARD,X
5.7,8,16.2,17,378,PICKUP TRUCK - STANDARD,X
1.5,4,6.6,43,155,COMPACT,X
1.5,4,6.8,42,164,COMPACT,X
1.5,4,7.4,38,173,COMPACT,X
1.5,4,7.2,39,168,COMPACT,X
1.8,4,8.5,33,199,COMPACT,X
1.8,4,8.4,34,198,COMPACT,X
1.8,4,8.6,33,201,COMPACT,X
1.8,4,8.5,33,199,SUBCOMPACT,X
3.6,6,11.8,24,277,COMPACT,X
1.8,4,8.2,34,192,COMPACT,X
1.8,4,8.1,35,190,COMPACT,X
2.0,4,8.5,33,199,COMPACT,X
1.8,4,9.4,30,220,STATION WAGON - SMALL,X
1.4,4,7.4,38,175,COMPACT,X
1.8,4,8.2,34,193,COMPACT,X
2.0,4,8.7,32,205,COMPACT,X
2.0,4,8.9,32,208,COMPACT,X
1.8,4,8.7,32,204,MID-SIZE,X
3.6,6,10.4,27,242,MID-SIZE,X
2.0,4,10.7,26,256,SUV - SMALL,Z
2.0,4,11.1,25,263,SUV - SMALL,Z
3.6,6,12.2,23,287,SUV - STANDARD,X
2.0,4,9.4,30,219,COMPACT,X
2.0,4,9.5,30,221,COMPACT,Z
2.0,4,9.4,30,220,COMPACT,X
2.0,4,8.7,32,204,MID-SIZE,Z
2.0,4,9.4,30,219,MID-SIZE,Z
2.0,4,8.4,34,198,STATION WAGON - SMALL,X
2.0,4,9.4,30,219,STATION WAGON - SMALL,X
2.0,4,9.5,30,221,STATION WAGON - SMALL,Z
2.0,4,10.3,27,241,STATION WAGON - SMALL,Z
2.0,4,9.4,30,220,STATION WAGON - SMALL,X
2.0,4,8.7,32,204,STATION WAGON - MID-SIZE,Z
2.0,4,9.4,30,219,STATION WAGON - MID-SIZE,Z
2.0,4,9.4,30,221,STATION WAGON - MID-SIZE,Z
2.0,4,10.0,28,233,SUV - SMALL,X
2.0,4,10.6,27,249,SUV - STANDARD,Z
3.5,6,8.4,34,196,MID-SIZE,Z
2.4,4,8.7,32,205,COMPACT,Z
2.4,4,8.9,32,209,COMPACT,Z
3.5,6,9.8,29,228,COMPACT,Z
3.5,6,10.3,27,240,COMPACT,Z
2.0,4,9.6,29,226,SUV - SMALL,Z
2.9,6,12.4,23,292,SUV - SMALL,Z
4.0,8,11.5,25,271,MINICOMPACT,Z
6.0,12,14.1,20,332,SUBCOMPACT,Z
6.0,12,14.7,19,346,MINICOMPACT,Z
2.0,4,8.7,32,203,COMPACT,Z
2.0,4,8.7,32,204,COMPACT,Z
2.0,4,8.7,32,204,SUBCOMPACT,Z
2.0,4,8.7,32,203,MID-SIZE,Z
2.0,4,9.2,31,216,MID-SIZE,Z
3.0,6,10.0,28,235,MID-SIZE,Z
3.0,6,10.5,27,247,FULL-SIZE,Z
4.0,8,12.4,23,290,FULL-SIZE,Z
2.0,4,11.0,26,258,SUV - STANDARD,Z
5.2,10,13.1,22,304,TWO-SEATER,Z
5.2,10,14.5,19,338,TWO-SEATER,Z
2.5,5,10.5,27,248,SUBCOMPACT,Z
2.9,6,11.1,25,260,SUBCOMPACT,Z
4.0,8,13.7,21,318,MID-SIZE,Z
2.0,4,9.6,29,223,SUBCOMPACT,Z
4.0,8,12.8,22,298,MID-SIZE,Z
4.0,8,13.4,21,313,MID-SIZE,Z
3.0,6,11.5,25,270,SUV - SMALL,Z
2.5,5,10.5,27,245,SUBCOMPACT,Z
6.0,12,16.6,17,389,COMPACT,Z
4.0,8,15.1,19,353,MID-SIZE,Z
6.0,12,16.6,17,389,MID-SIZE,Z
6.8,8,17.3,16,405,MID-SIZE,Z
2.0,4,8.9,32,208,SUBCOMPACT,Z
2.0,4,8.6,33,202,SUBCOMPACT,Z
2.0,4,7.0,40,184,COMPACT,D
2.0,4,7.0,40,184,STATION WAGON - SMALL,D
2.0,4,8.9,32,208,COMPACT,Z
2.0,4,8.9,32,208,FULL-SIZE,Z
2.0,4,8.9,32,208,STATION WAGON - SMALL,Z
3.0,6,7.8,36,183,COMPACT,Z
3.0,6,10.3,27,240,COMPACT,Z
3.0,6,9.5,30,223,COMPACT,Z
3.0,6,10.5,27,245,COMPACT,Z
3.0,6,10.0,28,235,FULL-SIZE,Z
3.0,6,10.0,28,235,SUBCOMPACT,Z
2.0,4,8.9,32,208,MID-SIZE,Z
3.0,6,10.0,28,236,MID-SIZE,Z
3.0,6,10.5,27,248,SUBCOMPACT,Z
3.0,6,10.5,27,248,COMPACT,Z
3.0,6,10.3,27,241,FULL-SIZE,Z
4.4,8,12.4,23,292,SUBCOMPACT,Z
4.4,8,12.2,23,286,SUBCOMPACT,Z
4.4,8,12.4,23,292,COMPACT,Z
4.4,8,12.4,23,292,FULL-SIZE,Z
3.0,6,9.5,30,222,SUBCOMPACT,Z
3.0,6,10.9,26,255,SUBCOMPACT,Z
3.0,6,10.7,26,249,SUBCOMPACT,Z
3.0,6,9.7,29,227,SUBCOMPACT,Z
3.0,6,11.9,24,280,COMPACT,Z
3.0,6,11.6,24,273,COMPACT,Z
3.0,6,12.7,22,299,SUBCOMPACT,Z
3.0,6,11.9,24,280,SUBCOMPACT,Z
4.4,8,12.1,23,283,MID-SIZE,Z
2.0,4,9.3,30,217,SUV - SMALL,Z
2.0,4,9.5,30,222,SUV - SMALL,Z
3.0,6,10.3,27,241,SUV - SMALL,Z
3.0,6,11.4,25,266,SUV - SMALL,Z
3.0,6,9.3,30,246,SUV - STANDARD,D
4.4,8,13.5,21,317,SUV - STANDARD,Z
8.0,16,22.2,13,522,TWO-SEATER,Z
3.6,6,11.2,25,263,SUV - STANDARD,X
3.6,6,11.8,24,277,SUV - STANDARD,X
1.4,4,8.9,32,210,SUV - SMALL,X
2.5,4,10.0,28,234,SUV - SMALL,X
3.6,6,9.7,29,228,MID-SIZE,X
3.6,6,10.1,28,237,MID-SIZE,X
2.0,4,9.2,31,217,FULL-SIZE,Z
2.0,4,9.6,29,227,FULL-SIZE,Z
3.6,6,10.7,26,250,FULL-SIZE,X
2.0,4,9.2,31,216,COMPACT,Z
3.6,6,11.9,24,291,COMPACT,Z
2.0,4,9.5,30,224,FULL-SIZE,Z
3.6,6,11.1,25,261,FULL-SIZE,X
2.0,4,9.5,30,224,MID-SIZE,Z
3.6,6,12.7,22,311,MID-SIZE,Z
6.2,8,14.0,20,329,SUV - STANDARD,Z
3.6,6,10.6,27,250,SUV - SMALL,X
3.6,6,11.2,25,263,SUV - SMALL,X
2.0,4,9.4,30,220,SUBCOMPACT,Z
2.0,4,10.1,28,235,SUBCOMPACT,Z
3.6,6,10.4,27,246,SUBCOMPACT,X
6.2,8,15.4,18,361,SUBCOMPACT,Z
6.2,8,14.8,19,348,SUBCOMPACT,Z
2.0,4,9.3,30,218,SPECIAL PURPOSE VEHICLE,X
2.5,4,10.7,26,251,PICKUP TRUCK - SMALL,X
2.8,4,9.6,29,257,PICKUP TRUCK - SMALL,D
2.8,4,10.4,27,279,PICKUP TRUCK - SMALL,D
3.6,6,12.2,23,288,PICKUP TRUCK - SMALL,X
6.2,8,12.7,22,297,TWO-SEATER,Z
1.4,4,7.1,40,166,COMPACT,X
1.4,4,7.4,38,172,COMPACT,X
1.6,4,6.5,43,175,COMPACT,D
1.6,4,6.3,45,170,COMPACT,D
1.4,4,7.3,39,172,MID-SIZE,X
1.4,4,7.5,38,175,MID-SIZE,X
1.4,4,7.5,38,176,MID-SIZE,X
1.6,4,6.6,43,178,MID-SIZE,D
1.6,4,6.7,42,180,MID-SIZE,D
1.5,4,8.3,34,195,SUV - SMALL,X
1.6,4,7.4,38,198,SUV - SMALL,D
1.5,4,8.9,32,209,SUV - SMALL,X
2.0,4,9.7,29,228,SUV - SMALL,Z
3.6,6,10.8,26,254,FULL-SIZE,X
3.6,6,14.6,19,245,FULL-SIZE,E
1.5,4,7.8,36,181,MID-SIZE,X
4.3,6,11.8,24,278,PICKUP TRUCK - STANDARD,X
5.3,8,17.1,17,283,PICKUP TRUCK - STANDARD,E
5.3,8,11.8,24,278,PICKUP TRUCK - STANDARD,X
4.3,6,18.0,16,296,PICKUP TRUCK - STANDARD,E
5.3,8,18.3,15,309,PICKUP TRUCK - STANDARD,E
5.3,8,13.8,20,324,PICKUP TRUCK - STANDARD,X
6.2,8,14.1,20,331,PICKUP TRUCK - STANDARD,Z
1.8,4,8.3,34,193,COMPACT,X
1.8,4,8.3,34,193,STATION WAGON - SMALL,X
1.8,4,8.1,35,190,STATION WAGON - SMALL,X
1.4,4,7.1,40,166,SUBCOMPACT,X
5.3,8,17.2,16,285,SUV - STANDARD,E
5.3,8,13.3,21,313,SUV - STANDARD,X
5.3,8,19.3,15,321,SUV - STANDARD,E
6.2,8,13.8,20,325,SUV - STANDARD,Z
2.0,4,10.5,27,246,SUV - STANDARD,Z
3.6,6,11.0,26,258,SUV - STANDARD,X
3.6,6,11.8,24,276,SUV - STANDARD,X
3.6,6,14.2,20,234,FULL-SIZE,E
3.6,6,10.9,26,259,MINIVAN,X
3.6,6,15.0,19,248,MID-SIZE,E
3.6,6,16.1,18,268,FULL-SIZE,E
5.7,8,14.1,20,331,SUV - STANDARD,X
6.4,8,15.6,18,363,SUV - STANDARD,Z
1.4,4,7.8,36,182,MINICOMPACT,X
1.0,3,8.4,34,195,SUV - SMALL,X
2.0,4,9.3,30,217,SUV - SMALL,X
2.0,4,9.9,29,231,SUV - SMALL,X
2.0,4,10.5,27,246,SUV - SMALL,X
2.7,6,12.0,24,282,SUV - SMALL,X
3.5,6,12.4,23,291,SUV - SMALL,X
2.0,4,10.3,27,241,SUV - SMALL,X
3.5,6,12.4,23,291,SUV - STANDARD,X
3.5,6,13.2,21,311,SUV - STANDARD,X
3.5,6,12.1,23,283,SUV - STANDARD,X
3.5,6,16.2,17,269,SUV - STANDARD,E
2.3,4,11.4,25,267,SUV - STANDARD,X
3.5,6,12.7,22,299,SUV - STANDARD,X
3.5,6,17.3,16,288,SUV - STANDARD,E
2.7,6,10.6,27,249,PICKUP TRUCK - STANDARD,X
2.7,6,10.8,26,253,PICKUP TRUCK - STANDARD,X
2.7,6,11.0,26,258,PICKUP TRUCK - STANDARD,X
3.0,6,9.5,30,256,PICKUP TRUCK - STANDARD,D
3.0,6,9.7,29,260,PICKUP TRUCK - STANDARD,D
3.3,6,11.0,26,259,PICKUP TRUCK - STANDARD,X
3.3,6,10.9,26,257,PICKUP TRUCK - STANDARD,X
3.3,6,14.9,19,248,PICKUP TRUCK - STANDARD,E
3.3,6,11.2,25,263,PICKUP TRUCK - STANDARD,X
3.5,6,12.0,24,282,PICKUP TRUCK - STANDARD,X
5.0,8,12.4,23,292,PICKUP TRUCK - STANDARD,X
5.0,8,12.2,23,286,PICKUP TRUCK - STANDARD,X
5.0,8,17.4,16,288,PICKUP TRUCK - STANDARD,E
5.0,8,13.1,22,308,PICKUP TRUCK - STANDARD,X
5.0,8,13.1,22,307,PICKUP TRUCK - STANDARD,X
2.7,6,11.3,25,265,PICKUP TRUCK - STANDARD,X
2.7,6,11.8,24,277,PICKUP TRUCK - STANDARD,X
3.0,6,10.7,26,288,PICKUP TRUCK - STANDARD,D
3.0,6,9.9,29,266,PICKUP TRUCK - STANDARD,D
3.3,6,11.8,24,277,PICKUP TRUCK - STANDARD,X
3.3,6,11.7,24,273,PICKUP TRUCK - STANDARD,X
3.3,6,15.8,18,263,PICKUP TRUCK - STANDARD,E
3.3,6,12.4,23,291,PICKUP TRUCK - STANDARD,X
3.3,6,15.8,18,262,PICKUP TRUCK - STANDARD,E
3.5,6,12.6,22,295,PICKUP TRUCK - STANDARD,X
3.5,6,12.7,22,297,PICKUP TRUCK - STANDARD,X
3.5,6,13.0,22,305,PICKUP TRUCK - STANDARD,X
5.0,8,13.0,22,304,PICKUP TRUCK - STANDARD,X
5.0,8,13.3,21,311,PICKUP TRUCK - STANDARD,X
5.0,8,18.0,16,300,PICKUP TRUCK - STANDARD,E
5.0,8,14.2,20,334,PICKUP TRUCK - STANDARD,X
5.0,8,14.5,19,339,PICKUP TRUCK - STANDARD,X
5.0,8,19.5,14,325,PICKUP TRUCK - STANDARD,E
1.6,4,8.2,34,192,SUBCOMPACT,X
2.0,4,8.3,34,196,COMPACT,X
2.3,4,10.8,26,252,MID-SIZE,Z
1.5,4,8.7,32,203,MID-SIZE,X
2.5,4,9.5,30,223,MID-SIZE,X
2.0,4,10.2,28,238,MID-SIZE,X
2.7,6,11.8,24,277,MID-SIZE,X
3.5,6,17.1,17,403,TWO-SEATER,Z
2.3,4,10.1,28,236,SUBCOMPACT,X
2.3,4,9.5,30,222,SUBCOMPACT,X
2.3,4,10.3,27,240,SUBCOMPACT,X
5.0,8,12.5,23,291,SUBCOMPACT,X
5.0,8,12.8,22,300,SUBCOMPACT,X
2.3,4,10.2,28,238,SUBCOMPACT,X
5.0,8,13.1,22,305,SUBCOMPACT,X
3.5,6,14.7,19,345,VAN - PASSENGER,X
3.5,6,12.5,23,294,FULL-SIZE,X
2.5,4,14.3,20,234,SPECIAL PURPOSE VEHICLE,E
2.5,4,10.7,26,251,SPECIAL PURPOSE VEHICLE,X
2.5,4,14.7,19,241,SPECIAL PURPOSE VEHICLE,E
3.3,6,11.9,24,282,FULL-SIZE,Z
3.8,6,11.7,24,276,FULL-SIZE,X
5.0,8,13.2,21,312,FULL-SIZE,Z
3.6,6,11.4,25,268,SUV - STANDARD,X
3.6,6,11.7,24,275,SUV - STANDARD,X
5.3,8,17.0,17,283,PICKUP TRUCK - STANDARD,E
1.5,4,8.6,33,201,SUV - SMALL,X
1.5,4,9.0,31,210,SUV - SMALL,X
2.0,4,10.2,28,239,SUV - SMALL,Z
6.2,8,14.5,19,340,SUV - STANDARD,Z
1.5,4,7.2,39,168,FULL-SIZE,X
1.5,4,7.6,37,177,FULL-SIZE,X
1.5,4,7.9,36,185,FULL-SIZE,X
2.0,4,9.2,31,214,FULL-SIZE,X
2.0,4,9.1,31,211,MID-SIZE,X
2.0,4,5.1,55,118,FULL-SIZE,X
1.5,4,7.4,38,173,COMPACT,Z
1.5,4,7.4,38,173,MID-SIZE,Z
2.0,4,9.6,29,224,FULL-SIZE,Z
1.5,4,6.5,43,151,STATION WAGON - SMALL,X
1.5,4,7.0,40,166,STATION WAGON - SMALL,X
3.5,6,10.7,26,252,MINIVAN,X
3.5,6,10.6,27,247,MINIVAN,X
1.6,4,8.1,35,189,MID-SIZE,X
1.6,4,7.4,38,173,COMPACT,X
1.6,4,7.3,39,173,COMPACT,X
1.6,4,9.4,30,221,MID-SIZE,X
2.0,4,8.0,35,188,MID-SIZE,X
1.6,4,8.3,34,194,FULL-SIZE,X
1.6,4,9.6,29,226,FULL-SIZE,X
2.0,4,8.4,34,198,FULL-SIZE,X
2.0,4,8.7,32,205,FULL-SIZE,X
1.6,4,4.3,66,102,FULL-SIZE,X
2.0,4,7.9,36,186,SUV - SMALL,X
1.6,4,8.6,33,201,SUV - SMALL,X
2.0,4,8.6,33,202,SUV - SMALL,X
2.0,4,9.1,31,212,FULL-SIZE,X
2.4,4,8.5,33,202,FULL-SIZE,X
2.0,4,5.7,50,135,MID-SIZE,X
2.0,4,9.7,29,228,MID-SIZE,Z
3.0,6,11.1,25,260,MID-SIZE,Z
3.0,6,10.7,26,251,SUBCOMPACT,Z
5.6,8,12.8,22,301,MID-SIZE,Z
2.0,4,8.1,35,218,SUV - SMALL,D
2.0,4,9.9,29,227,SUV - SMALL,Z
2.0,4,9.2,31,215,TWO-SEATER,Z
2.0,4,8.8,32,207,MID-SIZE,Z
2.4,4,13.3,21,218,SUV - SMALL,E
2.4,4,14.0,20,231,SUV - SMALL,E
2.4,4,10.2,28,239,SUV - SMALL,X
3.0,6,10.0,28,268,SUV - STANDARD,D
6.2,8,17.7,16,413,SUV - STANDARD,Z
3.6,6,11.8,24,274,SUV - SMALL,X
3.6,6,11.8,24,277,SUV - SMALL,X
2.0,4,10.5,27,245,SUV - SMALL,X
3.6,6,11.7,24,275,SUV - SMALL,X
3.6,6,12.2,23,285,SUV - SMALL,X
2.0,4,7.1,40,168,MID-SIZE,X
1.6,4,7.5,38,175,COMPACT,X
2.4,4,9.2,31,218,SUV - SMALL,X
3.3,6,11.3,25,265,MID-SIZE,Z
6.5,12,19.4,15,454,TWO-SEATER,Z
6.5,12,19.8,14,464,TWO-SEATER,Z
5.2,10,14.4,20,336,TWO-SEATER,Z
5.2,10,15.0,19,349,TWO-SEATER,Z
5.2,10,14.5,19,337,TWO-SEATER,Z
5.2,10,15.0,19,350,TWO-SEATER,Z
2.0,4,8.5,33,229,SUV - SMALL,D
3.0,6,11.6,24,273,SUV - SMALL,Z
3.5,6,10.9,26,254,COMPACT,Z
5.0,8,12.2,23,286,SUBCOMPACT,Z
3.5,6,8.0,35,187,SUBCOMPACT,Z
3.4,6,10.2,28,240,MID-SIZE,Z
3.4,6,11.0,26,259,MID-SIZE,Z
3.5,6,8.4,34,195,MID-SIZE,Z
3.5,6,9.1,31,211,MID-SIZE,Z
5.7,8,15.8,18,371,SUV - STANDARD,Z
3.5,6,11.2,25,262,SUBCOMPACT,Z
3.5,6,11.1,25,268,SUV - SMALL,X
2.7,6,12.0,24,280,FULL-SIZE,X
3.0,6,12.3,23,290,FULL-SIZE,X
2.3,4,11.5,25,269,SUV - SMALL,X
2.0,4,10.3,27,242,MID-SIZE,X
3.5,6,13.3,21,310,SUV - STANDARD,X
3.0,6,14.4,20,340,SUV - STANDARD,Z
3.8,8,13.7,21,321,FULL-SIZE,Z
3.0,6,12.8,22,300,FULL-SIZE,Z
3.0,6,12.8,22,301,FULL-SIZE,Z
2.0,4,7.6,37,180,COMPACT,X
2.0,4,8.8,32,206,SUV - SMALL,X
2.5,4,8.8,32,206,SUV - SMALL,X
2.5,4,8.5,33,201,SUV - SMALL,X
2.5,4,9.3,30,217,SUV - SMALL,X
2.5,4,9.0,31,208,SUV - SMALL,X
2.5,4,7.8,36,187,MID-SIZE,X
2.5,4,8.9,32,208,MID-SIZE,X
2.0,4,8.0,35,188,TWO-SEATER,Z
2.0,4,8.1,35,189,TWO-SEATER,Z
3.0,6,10.4,27,244,COMPACT,Z
3.0,6,11.0,26,256,SUBCOMPACT,Z
4.0,8,11.7,24,274,COMPACT,Z
4.0,8,12.4,23,291,SUBCOMPACT,Z
4.0,8,12.2,23,285,SUBCOMPACT,Z
2.0,4,9.2,31,217,COMPACT,Z
3.0,6,11.1,25,258,MID-SIZE,Z
4.0,8,13.3,21,312,STATION WAGON - MID-SIZE,Z
5.5,8,17.9,16,419,SUV - STANDARD,Z
6.0,12,20.3,14,473,SUV - STANDARD,Z
2.0,4,9.6,29,225,STATION WAGON - MID-SIZE,Z
3.0,6,11.6,24,272,SUV - SMALL,Z
3.0,6,12.1,23,282,SUV - STANDARD,Z
3.0,6,12.2,23,285,SUV - STANDARD,Z
5.5,8,15.5,18,364,SUV - STANDARD,Z
5.5,8,15.2,19,357,SUV - STANDARD,Z
5.5,8,15.7,18,367,SUV - STANDARD,Z
4.0,8,12.8,22,302,TWO-SEATER,Z
4.0,8,13.0,22,304,TWO-SEATER,Z
4.0,8,13.8,20,322,TWO-SEATER,Z
4.0,8,13.9,20,324,TWO-SEATER,Z
4.0,8,11.8,24,275,FULL-SIZE,Z
4.0,8,13.1,22,306,SUBCOMPACT,Z
4.0,8,11.6,24,271,COMPACT,Z
6.0,12,15.1,19,356,FULL-SIZE,Z
5.5,8,12.4,23,291,TWO-SEATER,Z
6.0,12,14.5,19,339,TWO-SEATER,Z
3.0,6,10.1,28,236,TWO-SEATER,Z
2.0,4,8.4,34,196,MID-SIZE,Z
2.0,4,9.1,31,215,MID-SIZE,Z
2.0,4,9.5,30,222,STATION WAGON - MID-SIZE,Z
